#OTUID	TJPBXD03C04B1I	TJPBXD03C04B2I	TJPBXD03C16B1I	TJPBXD03C16B2I	TJPBXD03C21B1I	TJPBXD03C21B2I	TJPBXD03C25B1I	TJPBXD03C25B2I	TJPBXD03C35B1I	TJPBXD03C35B2I	TJPBXD03C47B1I	TJPBXD03C47B2I	TJPBXD03C54B1I	TJPBXD03C54B2I	TJPBXD03C58B1I	TJPBXD03C58B2I	TJPBXD06C04B1I	TJPBXD06C04B2I	TJPBXD06C16B1I	TJPBXD06C21B1I	TJPBXD06C21B2I	TJPBXD06C25B1I	TJPBXD06C25B2I	TJPBXD06C35B1I	TJPBXD06C35B2I	TJPBXD06C47B1I	TJPBXD06C47B2I	TJPBXD06C54B1I	TJPBXD06C54B2I	TJPBXD06C58B1I	TJPBXD06C58B2I	TJPBXD13C04B1I	TJPBXD13C04B2I	TJPBXD13C16B1I	TJPBXD13C16B2I	TJPBXD13C21B1I	TJPBXD13C21B2I	TJPBXD13C25B1I	TJPBXD13C35B1I	TJPBXD13C35B2I	TJPBXD13C47B1I	TJPBXD13C47B2I	TJPBXD13C54B1I	TJPBXD13C54B2I	TJPBXD13C58B1I	TJPBXD13C58B2I	TJPBXD03C03B2I	TJPBXD03C08B1I	TJPBXD03C08B2I	TJPBXD03C17B1I	TJPBXD03C17B2I	TJPBXD03C27B1I	TJPBXD03C27B2I	TJPBXD03C33B1I	TJPBXD03C33B2I	TJPBXD03C43B2I	TJPBXD03C56B1I	TJPBXD03C56B2I	TJPBXD03C62B2I	TJPBXD06C03B1I	TJPBXD06C03B2I	TJPBXD06C08B2I	TJPBXD06C17B2I	TJPBXD06C27B1I	TJPBXD06C27B2I	TJPBXD06C33B1I	TJPBXD06C43B2I	TJPBXD06C56B1I	TJPBXD06C56B2I	TJPBXD06C62B1I	TJPBXD06C62B2I	TJPBXD13C03B1I	TJPBXD13C03B2I	TJPBXD13C08B1I	TJPBXD13C08B2I	TJPBXD13C17B1I	TJPBXD13C17B2I	TJPBXD13C27B1I	TJPBXD13C27B2I	TJPBXD13C33B1I	TJPBXD13C33B2I	TJPBXD13C43B1I	TJPBXD13C43B2I	TJPBXD13C56B1I	TJPBXD13C56B2I	TJPBXD13C62B1I	TJPBXD13C62B2I	TJPBXD03C06B1I	TJPBXD03C06B2I	TJPBXD03C14B1I	TJPBXD03C14B2I	TJPBXD03C22B1I	TJPBXD03C22B2I	TJPBXD03C32B1I	TJPBXD03C32B2I	TJPBXD03C41B1I	TJPBXD03C41B2I	TJPBXD03C48B1I	TJPBXD03C48B2I	TJPBXD03C51B1I	TJPBXD03C51B2I	TJPBXD03C57B1I	TJPBXD03C57B2I	TJPBXD06C06B1I	TJPBXD06C06B2I	TJPBXD06C14B1I	TJPBXD06C14B2I	TJPBXD06C22B2I	TJPBXD06C32B1I	TJPBXD06C32B2I	TJPBXD06C41B1I	TJPBXD06C41B2I	TJPBXD06C48B1I	TJPBXD06C48B2I	TJPBXD06C51B1I	TJPBXD06C51B2I	TJPBXD06C57B1I	TJPBXD06C57B2I	TJPBXD13C06B1I	TJPBXD13C06B2I	TJPBXD13C14B1I	TJPBXD13C14B2I	TJPBXD13C22B1I	TJPBXD13C22B2I	TJPBXD13C32B1I	TJPBXD13C32B2I	TJPBXD13C41B1I	TJPBXD13C41B2I	TJPBXD13C48B1I	TJPBXD13C48B2I	TJPBXD13C51B1I	TJPBXD13C51B2I	TJPBXD13C57B1I	TJPBXD13C57B2I	TJPBXD03C01B1I	TJPBXD03C11B2I	TJPBXD03C24B2I	TJPBXD03C30B1I	TJPBXD03C30B2I	TJPBXD03C46B2I	TJPBXD03C49B1I	TJPBXD03C49B2I	TJPBXD03C59B1I	TJPBXD03C59B2I	TJPBXD06C01B2I	TJPBXD06C11B1I	TJPBXD06C11B2I	TJPBXD06C24B1I	TJPBXD06C24B2I	TJPBXD06C30B1I	TJPBXD06C30B2I	TJPBXD06C40B1I	TJPBXD06C40B2I	TJPBXD06C46B1I	TJPBXD06C46B2I	TJPBXD06C49B1I	TJPBXD06C59B1I	TJPBXD06C59B2I	TJPBXD13C01B1I	TJPBXD13C01B2I	TJPBXD13C11B1I	TJPBXD13C11B2I	TJPBXD13C24B1I	TJPBXD13C24B2I	TJPBXD13C30B1I	TJPBXD13C30B2I	TJPBXD13C40B1I	TJPBXD13C40B2I	TJPBXD13C46B1I	TJPBXD13C46B2I	TJPBXD13C49B1I	TJPBXD13C49B2I	TJPBXD13C59B1I	TJPBXD13C59B2I	TJPBXD03C05B1I	TJPBXD03C05B2I	TJPBXD03C09B1I	TJPBXD03C09B2I	TJPBXD03C19B1I	TJPBXD03C19B2I	TJPBXD03C31B1I	TJPBXD03C31B2I	TJPBXD03C38B1I	TJPBXD03C38B2I	TJPBXD03C42B1I	TJPBXD03C42B2I	TJPBXD03C52B1I	TJPBXD03C64B1I	TJPBXD03C64B2I	TJPBXD06C05B1I	TJPBXD06C05B2I	TJPBXD06C09B1I	TJPBXD06C09B2I	TJPBXD06C19B1I	TJPBXD06C19B2I	TJPBXD06C31B1I	TJPBXD06C31B2I	TJPBXD06C38B1I	TJPBXD06C38B2I	TJPBXD06C42B1I	TJPBXD06C42B2I	TJPBXD06C52B1I	TJPBXD06C52B2I	TJPBXD06C64B1I	TJPBXD06C64B2I	TJPBXD13C05B1I	TJPBXD13C05B2I	TJPBXD13C09B1I	TJPBXD13C09B2I	TJPBXD13C19B1I	TJPBXD13C19B2I	TJPBXD13C31B1I	TJPBXD13C31B2I	TJPBXD13C38B1I	TJPBXD13C38B2I	TJPBXD13C42B1I	TJPBXD13C42B2I	TJPBXD13C52B1I	TJPBXD13C52B2I	TJPBXD13C64B1I	TJPBXD13C64B2I
SH207247.07FU_FM180054_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4932	0	0	0	0	0	0	0	0	0	0	4718	2475	306	0	0	0	0	0	0	0	0	5159	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	4730	0	0	0	0	0	0	60	1516	0	794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1984	0	0	0	0	0	0	0	0	7955	9754	0	0	0	0	2511	0	10460	0	0	4660	0	0	0	178	744	0	0	0	9197	0	0	0	0	0	0	0	0	0	0	0	0	17978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10403	0	2518	0	0	2787	0	0	0	0	0	0	0	0	2836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6508	0	0	0	3722	0	0	0	0	0	0	0
SH207248.07FU_GU721694_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4701	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2941	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH193465.07FU_KF298089_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8207	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH194040.07FU_DQ649066_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1887	0	0	0	0	0	0	0	0	0	0	4157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH215453.07FU_AF444662_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH207642.07FU_KF924398_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	689	0	0	0	0	0	0	0	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0	1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1538	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH207643.07FU_AB872221_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1637	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH197624.07FU_AF444354_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5838	0	0	0	0	0	0	0	0	0	0
SH197714.07FU_AY939798_refs	0	0	0	0	0	14330	0	0	0	0	0	0	0	0	0	0	7021	0	7	6418	43930	21992	35356	19437	12920	4976	18165	15548	20274	11310	37175	0	0	0	0	0	4900	44	0	17974	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	9596	0	6944	0	223	0	0	28270	3412	0	613	0	3330	0	29091	10428	0	5464	0	0	2662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	25957	0	0	0	0	26	0	0	0	0	1887	0	0	9123	6485	16399	0	5680	6349	13514	8168	19573	0	0	0	0	4959	0	6173	54651	27869	38095	19109	21053	0	0	0	0	0	0	0	0	0	0	102	0	0	0	11812	0	0	7368	0	0	0	182	0	0	0	0	0	10980	9945	5882	7755	14870	43359	0	0	281	17357	0	0	0	0	0	0	0	0	0	0	0	0	28947	0	22469	26243	19652	906	11479	16542	7178	51534	3119	9127	47227	10698	11524	6810	0	0	0	0	0	0	0	5657	0	0	0	0	0	0	0	0
SH198996.07FU_JF740262_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7619	0	0	0	0	10887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH215493.07FU_KC146356_refs	0	0	0	0	521	0	0	0	0	0	0	0	0	0	0	4795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599	0	4450	0	0	0	0	0	0	0	1035	0	0	0	0	0	0	0	0	0	0	0	0	1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13636	0	0	0	0	0	893	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	2817	0	0	0	0	0	0	2433	0	0	0	0	0	0	0	0	26829	6316	2510	0	0	49	0	0	0	0	255	0	0	956	0	0	0	0	0	0	287	0	0	0	0	0	0	0	3774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	540	0	207	0	0	0	0	0	0	0	0	9069	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	300	0	0	0	0	0	0	768	0	0	0	615	0	701	0	0	0	0	0	0	0	0	0	0
SH203994.07FU_EU714323_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH204277.07FU_KF800391_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991	8333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13208	0	0	0	0	0	0	0	0	0	0	3158	5369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH204425.07FU_GU721349_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	5300	1796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2720	0	0	0	0	0	8609	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562	0	0	0	0	0	0	0	0	1133	0	0	0	0	0	0	0	0	0	6832	0	8227	0	0	0	0	0	0	0	1850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4174	2946	0	0	2265	0	0	0	0	0	0	0	1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH215819.07FU_KF800239_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	7806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH215820.07FU_GU721693_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1221	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH215823.07FU_KF800505_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3581	0	0	0	0	0	0	0	6587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	263	0	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2692	0	0	0	2213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1913	0	1535	0	0	0	0	0	0	0	0	0	1418	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0
SH221435.07FU_AF444373_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5836	0	0	0	0	0	0
SH204786.07FU_EF505590_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH205174.07FU_FJ810163_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5955	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH216253.07FU_GU721442_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	524	0	0	0	0	0	0	0	0	0	0	0	0	0	1925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2235	0	1656	3666	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH216455.07FU_AY328912_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH211304.07FU_EU686846_reps	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
