#SampleID	Tissue	Wingband	Cage	Treatment	Collection_Day	D3_weight	D6_weight	D6_weight_group	D13_weight	D13_weight_group	Gain313	Gain613	Abx	Probiotic	Treatment2	Treatment3
TJPBXD06C09B2C	Ceca	158256	C09	4_TJPbxGroGel	D06	83.3	137.7	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C09B2I	Ileum	158256	C09	4_TJPbxGroGel	D06	83.3	137.7	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C19B1C	Ceca	158270	C19	4_TJPbxGroGel	D06	98.9	135.6	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C19B1I	Ileum	158270	C19	4_TJPbxGroGel	D06	98.9	135.6	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C19B2C	Ceca	158267	C19	4_TJPbxGroGel	D06	88.1	134.9	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C19B2I	Ileum	158267	C19	4_TJPbxGroGel	D06	88.1	134.9	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C31B1C	Ceca	158273	C31	4_TJPbxGroGel	D06	74.7	111	Below_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C31B1I	Ileum	158273	C31	4_TJPbxGroGel	D06	74.7	111	Below_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C31B2C	Ceca	158271	C31	4_TJPbxGroGel	D06	94.6	147.5	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C31B2I	Ileum	158271	C31	4_TJPbxGroGel	D06	94.6	147.5	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C38B1C	Ceca	158281	C38	4_TJPbxGroGel	D06	100.4	147	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C38B1I	Ileum	158281	C38	4_TJPbxGroGel	D06	100.4	147	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C38B2C	Ceca	158290	C38	4_TJPbxGroGel	D06	76.1	119.7	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C38B2I	Ileum	158290	C38	4_TJPbxGroGel	D06	76.1	119.7	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C42B1C	Ceca	158295	C42	4_TJPbxGroGel	D06	82.9	142.3	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C42B1I	Ileum	158295	C42	4_TJPbxGroGel	D06	82.9	142.3	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C42B2C	Ceca	158296	C42	4_TJPbxGroGel	D06	89.3	143.9	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C42B2I	Ileum	158296	C42	4_TJPbxGroGel	D06	89.3	143.9	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C52B1C	Ceca	158302	C52	4_TJPbxGroGel	D06	69.1	123.1	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C52B1I	Ileum	158302	C52	4_TJPbxGroGel	D06	69.1	123.1	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C52B2C	Ceca	158310	C52	4_TJPbxGroGel	D06	90.7	115.6	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C52B2I	Ileum	158310	C52	4_TJPbxGroGel	D06	90.7	115.6	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C64B1C	Ceca	158314	C64	4_TJPbxGroGel	D06	75	119.5	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C64B1I	Ileum	158314	C64	4_TJPbxGroGel	D06	75	119.5	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C64B2C	Ceca	158311	C64	4_TJPbxGroGel	D06	75	112.2	Below_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C64B2I	Ileum	158311	C64	4_TJPbxGroGel	D06	75	112.2	Below_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
D13C05B2T	Trachea	158247	C05	4_TJPbxGroGel	D13	93.7	146.2	Within_Goal	351.2	Within_Goal	257.5	205	No	Yes	TJPbx	Probiotic
D13C09B2T	Trachea	158258	C09	4_TJPbxGroGel	D13	85.7	150.2	Within_Goal	334.8	Within_Goal	249.1	184.6	No	Yes	TJPbx	Probiotic
D13C19B2T	Trachea	158269	C19	4_TJPbxGroGel	D13	86.9	125.3	Within_Goal	289.4	Below_Goal	202.5	164.1	No	Yes	TJPbx	Probiotic
D13C31B2T	Trachea	158278	C31	4_TJPbxGroGel	D13	80.8	129.6	Within_Goal	297.8	Below_Goal	217	168.2	No	Yes	TJPbx	Probiotic
D13C38B2T	Trachea	158284	C38	4_TJPbxGroGel	D13	98.9	155.1	Within_Goal	337.1	Below_Goal	238.2	182	No	Yes	TJPbx	Probiotic
D13C42B2T	Trachea	158297	C42	4_TJPbxGroGel	D13	97.8	151.6	Within_Goal	333	Within_Goal	235.2	181.4	No	Yes	TJPbx	Probiotic
D13C64B2T	Trachea	158318	C64	4_TJPbxGroGel	D13	79.8	127.7	Within_Goal	348.9	Within_Goal	269.1	221.2	No	Yes	TJPbx	Probiotic
TJPBXD13C05B1C	Ceca	NA	C05	4_TJPbxGroGel	D13	NA	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD13C05B1I	Ileum	NA	C05	4_TJPbxGroGel	D13	NA	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD13C05B2C	Ceca	158247	C05	4_TJPbxGroGel	D13	93.7	146.2	Within_Goal	351.2	Within_Goal	257.5	205	No	Yes	TJPbx	Probiotic
TJPBXD13C05B2I	Ileum	158247	C05	4_TJPbxGroGel	D13	93.7	146.2	Within_Goal	351.2	Within_Goal	257.5	205	No	Yes	TJPbx	Probiotic
TJPBXD13C09B1C	Ceca	158252	C09	4_TJPbxGroGel	D13	93	136.1	Within_Goal	343.3	Within_Goal	250.3	207.2	No	Yes	TJPbx	Probiotic
TJPBXD13C09B1I	Ileum	158252	C09	4_TJPbxGroGel	D13	93	136.1	Within_Goal	343.3	Within_Goal	250.3	207.2	No	Yes	TJPbx	Probiotic
TJPBXD13C09B2C	Ceca	158258	C09	4_TJPbxGroGel	D13	85.7	150.2	Within_Goal	334.8	Within_Goal	249.1	184.6	No	Yes	TJPbx	Probiotic
TJPBXD13C09B2I	Ileum	158258	C09	4_TJPbxGroGel	D13	85.7	150.2	Within_Goal	334.8	Within_Goal	249.1	184.6	No	Yes	TJPbx	Probiotic
TJPBXD13C19B1C	Ceca	158266	C19	4_TJPbxGroGel	D13	86.3	137.2	Within_Goal	350.1	Within_Goal	263.8	212.9	No	Yes	TJPbx	Probiotic
TJPBXD13C19B1I	Ileum	158266	C19	4_TJPbxGroGel	D13	86.3	137.2	Within_Goal	350.1	Within_Goal	263.8	212.9	No	Yes	TJPbx	Probiotic
TJPBXD13C19B2C	Ceca	158269	C19	4_TJPbxGroGel	D13	86.9	125.3	Within_Goal	289.4	Below_Goal	202.5	164.1	No	Yes	TJPbx	Probiotic
TJPBXD13C19B2I	Ileum	158269	C19	4_TJPbxGroGel	D13	86.9	125.3	Within_Goal	289.4	Below_Goal	202.5	164.1	No	Yes	TJPbx	Probiotic
TJPBXD13C31B1C	Ceca	158272	C31	4_TJPbxGroGel	D13	90.2	130.9	Within_Goal	316.4	Within_Goal	226.2	185.5	No	Yes	TJPbx	Probiotic
TJPBXD13C31B1I	Ileum	158272	C31	4_TJPbxGroGel	D13	90.2	130.9	Within_Goal	316.4	Within_Goal	226.2	185.5	No	Yes	TJPbx	Probiotic
TJPBXD13C31B2C	Ceca	158278	C31	4_TJPbxGroGel	D13	80.8	129.6	Within_Goal	297.8	Below_Goal	217	168.2	No	Yes	TJPbx	Probiotic
TJPBXD13C31B2I	Ileum	158278	C31	4_TJPbxGroGel	D13	80.8	129.6	Within_Goal	297.8	Below_Goal	217	168.2	No	Yes	TJPbx	Probiotic
TJPBXD13C38B1C	Ceca	158287	C38	4_TJPbxGroGel	D13	89.7	131.7	Within_Goal	349.6	Within_Goal	259.9	217.9	No	Yes	TJPbx	Probiotic
TJPBXD13C38B1I	Ileum	158287	C38	4_TJPbxGroGel	D13	89.7	131.7	Within_Goal	349.6	Within_Goal	259.9	217.9	No	Yes	TJPbx	Probiotic
TJPBXD13C38B2C	Ceca	158284	C38	4_TJPbxGroGel	D13	98.9	155.1	Within_Goal	337.1	Below_Goal	238.2	182	No	Yes	TJPbx	Probiotic
TJPBXD13C38B2I	Ileum	158284	C38	4_TJPbxGroGel	D13	98.9	155.1	Within_Goal	337.1	Below_Goal	238.2	182	No	Yes	TJPbx	Probiotic
TJPBXD13C42B1C	Ceca	158294	C42	4_TJPbxGroGel	D13	96.1	149.2	Within_Goal	360.1	Within_Goal	264	210.9	No	Yes	TJPbx	Probiotic
TJPBXD13C42B1I	Ileum	158294	C42	4_TJPbxGroGel	D13	96.1	149.2	Within_Goal	360.1	Within_Goal	264	210.9	No	Yes	TJPbx	Probiotic
TJPBXD13C42B2C	Ceca	158297	C42	4_TJPbxGroGel	D13	97.8	151.6	Within_Goal	333	Within_Goal	235.2	181.4	No	Yes	TJPbx	Probiotic
TJPBXD13C42B2I	Ileum	158297	C42	4_TJPbxGroGel	D13	97.8	151.6	Within_Goal	333	Within_Goal	235.2	181.4	No	Yes	TJPbx	Probiotic
TJPBXD13C52B1C	Ceca	158305	C52	4_TJPbxGroGel	D13	72.4	130	Within_Goal	317.2	Within_Goal	244.8	187.2	No	Yes	TJPbx	Probiotic
TJPBXD13C52B1I	Ileum	158305	C52	4_TJPbxGroGel	D13	72.4	130	Within_Goal	317.2	Within_Goal	244.8	187.2	No	Yes	TJPbx	Probiotic
TJPBXD13C52B2C	Ceca	158307	C52	4_TJPbxGroGel	D13	94.1	143.5	Within_Goal	365.1	Within_Goal	271	221.6	No	Yes	TJPbx	Probiotic
TJPBXD13C52B2I	Ileum	158307	C52	4_TJPbxGroGel	D13	94.1	143.5	Within_Goal	365.1	Within_Goal	271	221.6	No	Yes	TJPbx	Probiotic
TJPBXD13C64B1C	Ceca	158316	C64	4_TJPbxGroGel	D13	93.3	122.5	Within_Goal	358.1	Within_Goal	264.8	235.6	No	Yes	TJPbx	Probiotic
TJPBXD13C64B1I	Ileum	158316	C64	4_TJPbxGroGel	D13	93.3	122.5	Within_Goal	358.1	Within_Goal	264.8	235.6	No	Yes	TJPbx	Probiotic
TJPBXD13C64B2C	Ceca	158318	C64	4_TJPbxGroGel	D13	79.8	127.7	Within_Goal	348.9	Within_Goal	269.1	221.2	No	Yes	TJPbx	Probiotic
TJPBXD13C64B2I	Ileum	158318	C64	4_TJPbxGroGel	D13	79.8	127.7	Within_Goal	348.9	Within_Goal	269.1	221.2	No	Yes	TJPbx	Probiotic
