	PD_whole_tree	chao1	observed_species	shannon	simpson
TJPBXD03C09B2C	9.49593	225.055555556	186.0	4.44701564726	0.907519268232
TJPBXD03C09B2I	6.9499	150.153846154	107.0	3.78286499413	0.856931860042
TJPBXD03C11B1C	11.66663	331.055555556	226.0	5.07689486375	0.934959510011
TJPBXD03C11B1I	9.21783	213.0	183.0	4.44264397286	0.936249273361
TJPBXD03C11B2C	12.78138	331.913043478	247.0	4.85527044254	0.924978070528
TJPBXD03C11B2I	12.45225	326.171428571	263.0	5.69873012089	0.965091098874
TJPBXD03C14B1C	10.41808	254.384615385	211.0	4.51014143166	0.901527135932
TJPBXD03C14B1I	9.41108	192.125	139.0	5.01481138438	0.912482899156
TJPBXD03C14B2C	14.26403	356.0	287.0	5.422816732	0.960470583503
TJPBXD03C16B1C	10.50685	268.617647059	220.0	5.34553296773	0.938026363347
TJPBXD03C16B1I	8.6304	211.285714286	162.0	3.48782609166	0.83901373416
TJPBXD03C16B2C	11.61223	321.785714286	238.0	4.49717531248	0.901391653273
TJPBXD03C16B2I	7.75626	181.5	84.0	2.55129954987	0.678263422476
TJPBXD03C17B1C	12.55097	321.217391304	259.0	5.52050150943	0.962770103962
TJPBXD03C17B1I	5.0574	80.5	43.0	1.22306465931	0.50648695359
TJPBXD03C17B2C	11.8702	319.84	256.0	4.87883305719	0.926224686406
TJPBXD03C19B1C	11.80225	349.65625	272.0	5.05846764352	0.933019572893
TJPBXD03C19B2C	11.01993	303.588235294	240.0	4.93990247946	0.928726791408
TJPBXD03C19B2I	3.62224	79.0	45.0	3.31437088504	0.817022410848
TJPBXD03C21B1I	7.47624	117.105263158	100.0	4.28601037591	0.936540824106
TJPBXD03C21B2C	11.3374	369.8	242.0	4.65229240795	0.913924287745
TJPBXD03C21B2I	7.56349	177.142857143	140.0	4.61954969771	0.943147692054
TJPBXD03C22B1C	10.81763	275.391304348	206.0	4.41695645988	0.909769331887
TJPBXD03C22B2C	10.81943	296.352941176	209.0	3.86819708538	0.837988292162
TJPBXD03C22B2I	11.74164	231.357142857	184.0	4.37168967202	0.922559948104
TJPBXD03C24B1C	13.21526	393.275862069	295.0	5.82250507703	0.964636748393
TJPBXD03C24B1I	13.30539	291.666666667	259.0	5.36887177594	0.966616622844
TJPBXD03C24B2C	13.54419	381.730769231	275.0	5.39134703895	0.957335520922
TJPBXD03C24B2I	9.7225	245.0	202.0	4.90499293397	0.948882743101
TJPBXD03C25B1C	9.86362	231.115384615	184.0	4.76954325579	0.934993306822
TJPBXD03C25B1I	8.09747	127.0625	92.0	3.8340912367	0.888760183108
TJPBXD03C25B2C	11.65044	337.375	248.0	4.57940029904	0.904132472544
TJPBXD03C25B2I	8.69859	192.375	168.0	2.89645916991	0.683605534576
TJPBXD03C27B1C	11.13519	301.903225806	254.0	4.97885154326	0.926722332369
TJPBXD03C27B1I	10.5082	255.2	182.0	4.00801259946	0.880357424091
TJPBXD03C27B2C	10.94536	345.12	267.0	5.69691707879	0.951760966847
TJPBXD03C27B2I	6.76945	141.619047619	118.0	4.49039278341	0.864229544308
TJPBXD03C30B1C	15.12862	377.043478261	269.0	5.52485395738	0.960426916207
TJPBXD03C30B1I	11.04825	241.555555556	196.0	4.13620248049	0.835596257042
TJPBXD03C30B2C	9.22937	266.076923077	156.0	5.24448572455	0.944317865261
TJPBXD03C30B2I	8.64405	204.8125	151.0	4.98451884179	0.951940458239
TJPBXD03C31B1C	10.3918	364.043478261	265.0	5.83996942712	0.965134668163
TJPBXD03C31B2C	11.83376	418.666666667	287.0	5.34988100044	0.958382871978
TJPBXD03C31B2I	4.61433	68.7692307692	57.0	2.59659421937	0.691233414631
TJPBXD03C32B1C	10.70592	318.09375	249.0	4.88484513756	0.913192527725
TJPBXD03C32B2C	11.22568	337.037037037	267.0	4.7950689448	0.922793806374
TJPBXD03C33B1C	10.78536	245.0	200.0	5.22949906088	0.946453403091
TJPBXD03C33B1I	6.41118	112.769230769	77.0	3.89377718282	0.855216206512
TJPBXD03C33B2C	10.75406	306.565217391	242.0	4.1766486039	0.861017503929
TJPBXD03C33B2I	8.63303	219.05	165.0	4.50211087924	0.890125130187
TJPBXD03C35B1C	12.58749	402.869565217	262.0	5.62890608095	0.963660344065
TJPBXD03C35B1I	8.17984	167.0	132.0	4.59554798774	0.916926441036
TJPBXD03C35B2C	10.92198	270.5	204.0	4.47615093677	0.918806757313
TJPBXD03C35B2I	8.11025	188.461538462	140.0	3.45487891067	0.767301406919
TJPBXD03C38B1C	9.73419	307.965517241	234.0	4.56240518056	0.918646646736
TJPBXD03C38B1I	7.07602	139.0	87.0	2.96225665503	0.709632339265
TJPBXD03C38B2C	10.89799	356.0	226.0	4.80830751845	0.922002038955
TJPBXD03C40B1C	13.01675	323.731707317	273.0	5.57457544365	0.957154388328
TJPBXD03C40B1I	8.25857	255.75	132.0	3.19453782648	0.745336697064
TJPBXD03C40B2C	11.13052	336.037037037	259.0	5.43064504847	0.95376748515
TJPBXD03C40B2I	8.10733	190.444444444	157.0	4.35035134076	0.936736057188
TJPBXD03C41B1C	11.50389	342.117647059	238.0	5.51538033826	0.958934054036
TJPBXD03C41B2C	9.27017	208.166666667	174.0	3.65919811021	0.842531323694
TJPBXD03C42B1C	11.65484	332.171428571	255.0	4.82027399535	0.924283519253
TJPBXD03C42B1I	7.88449	198.272727273	141.0	4.78800731261	0.900034302989
TJPBXD03C42B2C	11.40703	318.5	227.0	4.23436698881	0.888173828976
TJPBXD03C43B1C	10.48117	341.058823529	211.0	4.48563939732	0.892178495222
TJPBXD03C43B1I	6.85412	194.3	124.0	3.1929038949	0.765838459665
TJPBXD03C43B2C	11.21787	324.181818182	241.0	5.37376223774	0.928589339961
TJPBXD03C46B1C	10.80437	328.526315789	229.0	4.86728497411	0.928752044848
TJPBXD03C46B1I	12.67385	338.058823529	252.0	5.3434995276	0.958392357573
TJPBXD03C46B2C	12.11623	326.789473684	257.0	5.09932453903	0.937468533865
TJPBXD03C46B2I	11.56208	283.096774194	216.0	3.18986640157	0.739783269682
TJPBXD03C47B1C	9.59684	260.214285714	183.0	3.43257055741	0.732690705395
TJPBXD03C47B1I	13.98096	351.757575758	256.0	5.16475998291	0.940788087222
TJPBXD03C47B2C	10.15166	285.55	214.0	4.63306886995	0.92325355158
TJPBXD03C47B2I	14.02818	272.090909091	222.0	6.49506309771	0.982203390715
TJPBXD03C48B1C	13.61432	360.025641026	285.0	5.22543563858	0.950755714009
TJPBXD03C48B1I	6.31289	103.333333333	88.0	2.96262059361	0.794834255297
TJPBXD03C48B2C	12.14231	289.25	215.0	5.18245813174	0.938280887215
TJPBXD03C48B2I	9.11185	159.047619048	120.0	3.92364545752	0.816671866897
TJPBXD03C49B1C	10.19008	246.047619048	201.0	5.2104777413	0.943989996425
TJPBXD03C49B1I	8.36434	223.5	150.0	3.79029870868	0.875432832282
TJPBXD03C49B2C	7.67928	186.052631579	145.0	3.94591482963	0.895409095428
TJPBXD03C49B2I	5.95056	127.0	94.0	2.4324664053	0.682165086693
TJPBXD03C51B1C	9.53671	233.105263158	181.0	4.32767301782	0.907676363281
TJPBXD03C51B1I	8.3838	186.230769231	120.0	5.09976056449	0.951006720233
TJPBXD03C51B2C	11.88581	331.5	234.0	4.55847747006	0.899499693933
TJPBXD03C52B1C	10.72779	245.454545455	210.0	5.05429224346	0.939279464442
TJPBXD03C52B1I	7.27359	186.260869565	133.0	3.81274502485	0.850418570375
TJPBXD03C52B2C	15.14209	431.9375	323.0	5.21631326596	0.94827672559
TJPBXD03C54B1C	9.93843	202.166666667	161.0	3.70292332497	0.849521657823
TJPBXD03C54B1I	9.01492	186.0	145.0	4.80865323187	0.950394060647
TJPBXD03C54B2C	12.42699	300.473684211	236.0	4.63739158858	0.914241350891
TJPBXD03C54B2I	8.76994	228.166666667	164.0	5.6656533362	0.935410903102
TJPBXD03C56B1C	19.97906	457.0	343.0	5.8255173505	0.959552183598
TJPBXD03C56B1I	7.14726	149.555555556	127.0	2.40081078863	0.637781610496
TJPBXD03C56B2C	10.16156	257.0	204.0	4.662933384	0.919432281908
TJPBXD03C57B1C	10.44452	301.875	219.0	4.53150654819	0.916707852257
TJPBXD03C57B1I	8.24095	221.230769231	127.0	3.55376525648	0.817503153489
TJPBXD03C57B2C	10.77254	341.230769231	251.0	5.45347811553	0.956461763693
TJPBXD03C57B2I	5.74395	120.714285714	65.0	1.57265669102	0.547517364159
TJPBXD03C58B1C	14.91687	370.903225806	293.0	4.99167606427	0.919361455823
TJPBXD03C58B1I	8.57591	234.714285714	156.0	4.83465645335	0.933824116008
TJPBXD03C58B2C	12.77608	305.391304348	231.0	4.41228312795	0.910403942772
TJPBXD03C58B2I	10.58533	218.5	169.0	4.61238916985	0.901272314358
TJPBXD03C59B1C	12.35268	344.24137931	268.0	5.49487819905	0.961527607859
TJPBXD03C59B2C	8.30855	247.647058824	192.0	5.31088273997	0.947478932832
TJPBXD03C62B1C	10.76962	242.37037037	212.0	5.12067039225	0.933272776986
TJPBXD03C62B1I	7.98802	209.0	157.0	5.08715016357	0.956456422022
TJPBXD03C62B2C	11.26891	330.0	254.0	5.04516199635	0.920173427891
TJPBXD03C62B2I	8.01808	192.176470588	153.0	3.75838251663	0.824965869153
TJPBXD03C64B1C	13.33682	326.103448276	263.0	5.0377622818	0.923335742521
TJPBXD03C64B1I	8.89026	156.789473684	107.0	1.92112948857	0.651579884544
TJPBXD03C64B2C	13.55112	368.303030303	293.0	5.75631231153	0.960565153151
TJPBXD03C64B2I	13.87552	310.0	243.0	3.48399774725	0.815893809676
TJPBXD06C01B1C	10.80295	317.483870968	244.0	4.72301100516	0.923435836609
TJPBXD06C01B1I	12.86883	360.344827586	243.0	4.55686587231	0.939804246617
TJPBXD06C01B2C	9.73018	249.25	175.0	5.26739612299	0.959232009528
TJPBXD06C01B2I	9.91335	375.0	159.0	2.63283567601	0.672902089096
TJPBXD06C03B1C	14.19523	301.6	172.0	3.92747692997	0.903001320084
TJPBXD06C03B1I	8.70613	158.1	102.0	3.15995558191	0.760188253432
TJPBXD06C03B2C	19.58995	480.5	311.0	5.49248871427	0.959666833053
TJPBXD06C03B2I	6.72837	143.857142857	73.0	1.68250559185	0.559801974797
TJPBXD06C04B1C	22.6129	396.553191489	269.0	5.32963383578	0.956104142278
TJPBXD06C04B1I	7.09312	120.0	97.0	4.43045837349	0.945308495248
TJPBXD06C04B2C	35.91656	868.428571429	432.0	5.27133692365	0.95442401402
TJPBXD06C04B2I	10.67222	198.25	157.0	3.20596575003	0.767326250334
TJPBXD06C05B1C	26.36954	1009.55555556	294.0	4.54312946574	0.900704812701
TJPBXD06C05B1I	8.69134	177.045454545	130.0	3.72077298012	0.851693627194
TJPBXD06C05B2C	35.64248	1173.73333333	437.0	4.78988335181	0.909511474083
TJPBXD06C05B2I	5.48706	108.5	71.0	4.19602573652	0.887713555426
TJPBXD06C06B1C	12.67215	312.791666667	234.0	5.34764165727	0.945809750312
TJPBXD06C06B1I	21.92423	497.055555556	322.0	2.70782354152	0.651269001082
TJPBXD06C06B2C	10.86033	290.8	205.0	4.77029739725	0.912218610165
TJPBXD06C08B1C	22.00636	510.0	345.0	5.38732770677	0.9521796117
TJPBXD06C08B1I	5.3938	142.2	107.0	4.58022556763	0.943200926035
TJPBXD06C08B2C	21.37698	526.5	330.0	4.74381148747	0.908065644165
TJPBXD06C09B1C	18.09386	418.6875	285.0	5.1623909073	0.947768352248
TJPBXD06C09B1I	5.68008	83.1	66.0	4.19125743061	0.935605370186
TJPBXD06C09B2C	18.86547	420.486486486	284.0	4.67280542752	0.90978328539
TJPBXD06C09B2I	8.8361	199.8125	146.0	3.89058912158	0.885987784597
TJPBXD06C11B1C	10.21123	250.166666667	186.0	3.90113262864	0.822058483633
TJPBXD06C11B1I	19.74085	697.0	331.0	6.08396622877	0.963547578384
TJPBXD06C11B2C	10.91076	273.5	185.0	4.76180268787	0.932345039427
TJPBXD06C11B2I	12.48672	339.0	210.0	3.65158518506	0.8267441056
TJPBXD06C14B1C	9.54684	210.5	161.0	3.78985281027	0.867552741238
TJPBXD06C14B1I	19.20946	462.675675676	243.0	4.29784873765	0.897727991414
TJPBXD06C14B2C	9.74093	200.434782609	163.0	4.33293564044	0.925075369912
TJPBXD06C14B2I	16.39349	342.96875	182.0	1.72532984944	0.607399163257
TJPBXD06C16B1C	33.61497	931.03125	464.0	4.7791812255	0.933836484341
TJPBXD06C16B1I	6.38486	160.157894737	127.0	3.25350116251	0.778205442892
TJPBXD06C16B2C	28.47189	693.97826087	363.0	5.17590665749	0.938936282512
TJPBXD06C16B2I	7.82866	176.428571429	141.0	3.7115130521	0.858599575779
TJPBXD06C17B1C	23.09292	627.15	321.0	6.23738262139	0.975217325347
TJPBXD06C17B1I	9.10884	190.0	157.0	4.18898652925	0.927578572799
TJPBXD06C17B2C	24.74984	613.0	331.0	5.07439064206	0.951654384971
TJPBXD06C19B1C	23.44726	613.976744186	361.0	5.14374113933	0.952528223277
TJPBXD06C19B1I	11.15457	200.0	147.0	3.94826646305	0.889256340582
TJPBXD06C19B2C	22.76027	510.918367347	318.0	4.54455532783	0.915771847236
TJPBXD06C19B2I	7.88916	189.166666667	139.0	4.04357798301	0.915998393757
TJPBXD06C21B1C	26.3734	653.230769231	419.0	3.22476175247	0.730163084996
TJPBXD06C21B1I	11.11176	248.0	185.0	2.47895802676	0.651273695698
TJPBXD06C21B2C	21.09516	655.019607843	421.0	5.43093466447	0.957618208704
TJPBXD06C22B1C	10.99458	279.875	211.0	5.06400446816	0.938533643769
TJPBXD06C22B1I	19.75875	528.509090909	303.0	4.21811993288	0.924119928016
TJPBXD06C22B2C	10.2597	259.5625	192.0	4.10625154842	0.904306179341
TJPBXD06C24B1C	9.44148	189.0	148.0	4.92811522124	0.947318716106
TJPBXD06C24B1I	11.89092	257.0	188.0	3.88068723284	0.789671013075
TJPBXD06C24B2C	9.77828	230.0	155.0	2.81024362924	0.685188938599
TJPBXD06C24B2I	11.79888	297.545454545	168.0	3.1944294239	0.721806984199
TJPBXD06C25B1C	25.76395	576.609375	402.0	5.12482467032	0.914984857579
TJPBXD06C25B1I	14.51171	369.157894737	286.0	5.88689130418	0.97268738136
TJPBXD06C25B2C	15.40366	423.730769231	296.0	5.11533755746	0.941546840246
TJPBXD06C25B2I	14.64565	327.028571429	254.0	3.91588464011	0.850466703839
TJPBXD06C27B1C	18.50906	422.551724138	227.0	3.33708089332	0.857446535374
TJPBXD06C27B2C	19.98226	403.4	248.0	3.4288397403	0.870414945559
TJPBXD06C30B1C	14.29027	397.348837209	322.0	5.64782204088	0.967704579871
TJPBXD06C30B1I	17.13531	455.411764706	340.0	3.98241025526	0.861668343734
TJPBXD06C30B2C	13.63924	343.44	275.0	5.63870451936	0.968385195792
TJPBXD06C30B2I	15.84602	421.166666667	273.0	4.45465910696	0.935421391354
TJPBXD06C31B1C	24.92042	526.58490566	343.0	5.09776971325	0.936714569291
TJPBXD06C31B1I	8.02446	156.0	91.0	1.50914351713	0.541344524745
TJPBXD06C31B2C	23.31488	519.069767442	318.0	4.31833006066	0.908816461137
TJPBXD06C31B2I	7.31232	136.333333333	93.0	1.58988648748	0.469601468531
TJPBXD06C32B1C	7.53656	269.111111111	133.0	3.83452014681	0.871666701317
TJPBXD06C32B2C	9.56239	246.24	189.0	3.76222920358	0.825484937546
TJPBXD06C33B1C	16.54033	387.416666667	213.0	4.13927330907	0.892056948201
TJPBXD06C33B1I	4.96369	80.1538461538	64.0	2.56944500829	0.67363750988
TJPBXD06C33B2C	19.91643	421.097560976	264.0	4.94909906051	0.890392354951
TJPBXD06C33B2I	7.02081	140.055555556	107.0	4.2299874164	0.93443631464
TJPBXD06C35B1C	11.6508	332.869565217	192.0	4.61540402635	0.933877439433
TJPBXD06C35B1I	13.77777	294.357142857	229.0	4.27177077633	0.904302889321
TJPBXD06C35B2C	16.65344	599.857142857	297.0	2.44129971939	0.557605225724
TJPBXD06C35B2I	10.06209	242.0	155.0	2.22715309768	0.638530131142
TJPBXD06C38B1C	16.82819	394.034482759	259.0	4.1220230342	0.8641788068
TJPBXD06C38B1I	10.65968	221.625	162.0	4.54713590455	0.926255987071
TJPBXD06C38B2C	20.12133	471.025	310.0	5.07082933018	0.941460089471
TJPBXD06C38B2I	9.25983	213.125	170.0	4.84095314386	0.948031935127
TJPBXD06C40B1C	11.5982	267.0	210.0	4.62742067766	0.930562636693
TJPBXD06C40B1I	12.881	423.115384615	205.0	2.98018248488	0.693127849166
TJPBXD06C40B2C	10.04745	250.142857143	187.0	3.77939323278	0.781033744472
TJPBXD06C40B2I	15.3919	432.44	197.0	4.71350110837	0.941090556704
TJPBXD06C41B1C	10.72642	239.555555556	187.0	4.65183626108	0.918897724636
TJPBXD06C41B1I	6.83991	114.066666667	81.0	2.3228488083	0.682224980397
TJPBXD06C41B2C	7.83683	190.045454545	143.0	2.73042450717	0.721288774735
TJPBXD06C42B1C	26.79124	651.06	403.0	4.8810379872	0.940428714808
TJPBXD06C42B1I	10.93314	202.217391304	140.0	2.17310231467	0.707289186662
TJPBXD06C42B2C	24.23628	621.052631579	365.0	5.5432281334	0.958442902585
TJPBXD06C42B2I	15.01401	285.0	230.0	4.5096072544	0.924353742385
TJPBXD06C43B1C	23.46805	561.153846154	382.0	5.09906377532	0.946725529327
TJPBXD06C43B1I	6.08874	150.714285714	131.0	4.29008003146	0.934750099127
TJPBXD06C43B2C	20.52571	422.255319149	290.0	4.74665144337	0.929688548166
TJPBXD06C46B1C	11.47289	330.333333333	232.0	5.52740354842	0.962386110706
TJPBXD06C46B1I	15.99705	441.428571429	267.0	4.12833717868	0.854675471536
TJPBXD06C46B2C	12.58076	369.833333333	247.0	5.00973612998	0.934613468679
TJPBXD06C46B2I	15.98886	424.486486486	225.0	2.42395172636	0.632788845767
TJPBXD06C47B1C	20.99379	662.018518519	396.0	4.34147582152	0.895249403907
TJPBXD06C47B1I	13.33429	343.896551724	243.0	4.58971292918	0.933911576774
TJPBXD06C47B2C	17.85824	579.12244898	326.0	4.3285258219	0.884488408361
TJPBXD06C47B2I	14.94791	301.382978723	250.0	3.46073308041	0.824647839036
